17,47,243,156,116,69,67,54,85,29,101,4,42,24,16,6,58
102,225,1117,137,303,24,39,577,120,176,209,192,72,23,8,99,80
116,241,1313,273,386,93,72,537,189,193,285,153,94,36,21,86,135
3,31,47,20,33,0,34,94,16,12,25,43,20,11,3,19,3
