0,0,6,0,4,5,32,6,5,12,0,11,5,1,5,0,1,6,0,0,0,0,4,3,7,7,4,0,3,0,0,8,1,0,1,1,0,5,12
25,87,469,19,361,27,436,397,203,12,17,333,56,11,15,26,44,72,19,15,19,37,16,0,19,4,0,9,27,19,42,72,5,48,7,31,0,2,5
25,87,475,19,365,32,453,403,208,24,17,344,60,12,20,26,45,78,19,15,19,37,20,3,26,11,4,9,30,19,42,80,6,48,8,32,0,7,17
0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
